"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles"
"52","Premier League","2022-08-20","Premier League (Matchweek 3)","Bournemouth","3-1-4-2",0,0.3,"","2","0","Arsenal","4-3-3",3,1.3,"Martin Ødegaard · 5&rsquor; Martin Ødegaard · 11&rsquor; William Saliba · 54&rsquor;","1","0","https://fbref.com/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League","Arsenal","Away",990,3,2,0,0,14,6,1,0,731,14,10,11,1.4,1.4,0.8,25,5,534,614,87,22,12,27
"53","Premier League","2022-08-21","Premier League (Matchweek 3)","Leeds United","4-2-3-1",3,2.1,"Brenden Aaronson · 33&rsquor; Rodrigo · 37&rsquor; Jack Harrison · 69&rsquor;","0","0","Chelsea","3-5-2",0,0.9,"Kalidou Koulibaly · 84&rsquor;","4","1","https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League","Leeds United","Home",990,3,2,0,0,12,6,0,0,471,26,16,21,2.2,2.2,1.2,17,4,251,352,71.3,25,8,24
"54","Premier League","2022-08-21","Premier League (Matchweek 3)","Leeds United","4-2-3-1",3,2.1,"Brenden Aaronson · 33&rsquor; Rodrigo · 37&rsquor; Jack Harrison · 69&rsquor;","0","0","Chelsea","3-5-2",0,0.9,"Kalidou Koulibaly · 84&rsquor;","4","1","https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League","Chelsea","Away",983,0,0,0,0,14,3,3,1,667,22,17,11,0.9,0.9,0.8,27,0,441,553,79.7,31,13,31
"55","Premier League","2022-08-21","Premier League (Matchweek 3)","West Ham United","4-2-3-1",0,0.8,"","2","0","Brighton & Hove Albion","3-5-1-1",2,1.7,"Alexis Mac Allister (P) · 22&rsquor; Leandro Trossard · 66&rsquor;","0","0","https://fbref.com/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League","West Ham United","Home",990,0,0,0,0,13,3,2,0,604,8,13,11,0.9,0.9,0.7,22,0,408,524,77.9,25,4,7
"56","Premier League","2022-08-21","Premier League (Matchweek 3)","West Ham United","4-2-3-1",0,0.8,"","2","0","Brighton & Hove Albion","3-5-1-1",2,1.7,"Alexis Mac Allister (P) · 22&rsquor; Leandro Trossard · 66&rsquor;","0","0","https://fbref.com/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League","Brighton & Hove Albion","Away",990,2,1,1,1,10,1,0,0,624,17,6,17,1.7,0.9,0.9,21,4,418,523,79.9,28,3,6
"57","Premier League","2022-08-21","Premier League (Matchweek 3)","Newcastle United","4-3-3",3,1.8,"Miguel Almirón · 28&rsquor; Callum Wilson · 39&rsquor; Kieran Trippier · 54&rsquor;","4","0","Manchester City","4-3-3",3,2.1,"Ilkay Gündogan · 5&rsquor; Erling Haaland · 60&rsquor; Bernardo Silva · 64&rsquor;","2","0","https://fbref.com/en/matches/b513d9fe/Newcastle-United-Manchester-City-August-21-2022-Premier-League","Newcastle United","Home",990,3,2,0,0,12,5,4,0,413,13,13,15,1.8,1.8,1.8,22,5,204,303,67.3,23,9,14
"58","Premier League","2022-08-21","Premier League (Matchweek 3)","Newcastle United","4-3-3",3,1.8,"Miguel Almirón · 28&rsquor; Callum Wilson · 39&rsquor; Kieran Trippier · 54&rsquor;","4","0","Manchester City","4-3-3",3,2.1,"Ilkay Gündogan · 5&rsquor; Erling Haaland · 60&rsquor; Bernardo Silva · 64&rsquor;","2","0","https://fbref.com/en/matches/b513d9fe/Newcastle-United-Manchester-City-August-21-2022-Premier-League","Manchester City","Away",990,3,3,0,0,21,10,2,0,750,9,5,6,2.1,2.1,1.8,40,6,554,660,83.9,41,13,23
"59","Premier League","2022-08-22","Premier League (Matchweek 3)","Manchester United","4-2-3-1",2,1.8,"Jadon Sancho · 16&rsquor; Marcus Rashford · 53&rsquor;","3","0","Liverpool","4-3-3",1,1.3,"Mohamed Salah · 81&rsquor;","1","0","https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League","Manchester United","Home",990,2,2,0,0,13,5,3,0,440,24,12,19,1.8,1.8,1.7,22,4,193,300,64.3,21,11,21
"60","Premier League","2022-08-22","Premier League (Matchweek 3)","Manchester United","4-2-3-1",2,1.8,"Jadon Sancho · 16&rsquor; Marcus Rashford · 53&rsquor;","3","0","Liverpool","4-3-3",1,1.3,"Mohamed Salah · 81&rsquor;","1","0","https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League","Liverpool","Away",990,1,0,0,0,17,5,1,0,795,13,6,10,1.4,1.4,1.1,30,1,579,706,82,44,10,16
"61","Premier League","2022-08-27","Premier League (Matchweek 4)","Southampton","4-2-3-1",0,1.4,"","0","0","Manchester United","4-2-3-1",1,1.1,"Bruno Fernandes · 55&rsquor;","3","0","https://fbref.com/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League","Southampton","Home",990,0,0,0,0,17,4,0,0,531,17,13,11,1.5,1.5,1.2,31,0,298,425,70.1,25,6,18
"62","Premier League","2022-08-27","Premier League (Matchweek 4)","Southampton","4-2-3-1",0,1.4,"","0","0","Manchester United","4-2-3-1",1,1.1,"Bruno Fernandes · 55&rsquor;","3","0","https://fbref.com/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League","Manchester United","Away",990,1,1,0,0,11,4,3,0,568,14,10,6,1.6,1.6,0.9,18,2,326,444,73.4,22,7,14
"63","Premier League","2022-08-27","Premier League (Matchweek 4)","Manchester City","4-2-3-1",4,2.2,"Bernardo Silva · 53&rsquor; Erling Haaland · 62&rsquor; Erling Haaland · 70&rsquor; Erling Haaland · 81&rsquor;","1","0","Crystal Palace","5-4-1",2,0.1,"John Stones (OG) · 4&rsquor; Joachim Andersen · 21&rsquor;","2","0","https://fbref.com/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League","Manchester City","Home",990,4,4,0,0,18,5,1,0,893,12,5,7,2.4,2.4,2.3,31,7,734,822,89.3,62,6,15
"64","Premier League","2022-08-27","Premier League (Matchweek 4)","Manchester City","4-2-3-1",4,2.2,"Bernardo Silva · 53&rsquor; Erling Haaland · 62&rsquor; Erling Haaland · 70&rsquor; Erling Haaland · 81&rsquor;","1","0","Crystal Palace","5-4-1",2,0.1,"John Stones (OG) · 4&rsquor; Joachim Andersen · 21&rsquor;","2","0","https://fbref.com/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League","Crystal Palace","Away",990,1,1,0,0,2,2,2,0,379,9,5,7,0.1,0.1,0.1,3,1,215,290,74.1,8,4,9
"65","Premier League","2022-08-27","Premier League (Matchweek 4)","Brighton & Hove Albion","4-4-2",1,2,"Pascal Groß · 66&rsquor;","2","0","Leeds United","4-2-3-1",0,1.8,"","3","0","https://fbref.com/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League","Brighton & Hove Albion","Home",990,1,1,0,0,13,4,2,0,505,14,9,14,2,2,2,23,2,278,398,69.8,22,7,19
"66","Premier League","2022-08-27","Premier League (Matchweek 4)","Brighton & Hove Albion","4-4-2",1,2,"Pascal Groß · 66&rsquor;","2","0","Leeds United","4-2-3-1",0,1.8,"","3","0","https://fbref.com/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League","Leeds United","Away",990,0,0,0,0,10,2,3,0,621,22,16,8,1.8,1.8,0.8,19,0,387,515,75.1,31,11,20
"67","Premier League","2022-08-27","Premier League (Matchweek 4)","Chelsea","4-4-2",2,1.8,"Conor Gallagher · 28&rsquor; Raheem Sterling · 47&rsquor; Raheem Sterling · 63&rsquor;","4","1","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 66&rsquor;","2","0","https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League","Chelsea","Home",927,2,2,0,0,7,4,3,1,590,18,6,11,1.8,1.8,1.4,14,4,392,481,81.5,27,6,16
"68","Premier League","2022-08-27","Premier League (Matchweek 4)","Chelsea","4-4-2",2,1.8,"Conor Gallagher · 28&rsquor; Raheem Sterling · 47&rsquor; Raheem Sterling · 63&rsquor;","4","1","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 66&rsquor;","2","0","https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League","Leicester City","Away",990,1,1,0,0,17,5,2,0,689,17,7,11,2.5,2.5,2.5,33,2,478,578,82.7,35,5,18
"69","Premier League","2022-08-27","Premier League (Matchweek 4)","Brentford","4-3-3",1,2.1,"Vitaly Janelt · 84&rsquor;","2","0","Everton","3-4-3",1,1.1,"Anthony Gordon · 24&rsquor;","2","0","https://fbref.com/en/matches/db59fc65/Brentford-Everton-August-27-2022-Premier-League","Brentford","Home",990,1,1,0,0,20,5,2,0,673,14,8,11,2.2,2.2,1.6,34,1,464,576,80.6,22,3,14
"70","Premier League","2022-08-27","Premier League (Matchweek 4)","Brentford","4-3-3",1,2.1,"Vitaly Janelt · 84&rsquor;","2","0","Everton","3-4-3",1,1.1,"Anthony Gordon · 24&rsquor;","2","0","https://fbref.com/en/matches/db59fc65/Brentford-Everton-August-27-2022-Premier-League","Everton","Away",990,1,1,0,0,14,7,2,0,556,22,10,12,1.1,1.1,0.8,25,2,320,416,76.9,23,5,12
"71","Premier League","2022-08-27","Premier League (Matchweek 4)","Liverpool","4-3-3",9,3.3,"Luis Díaz · 3&rsquor; Harvey Elliott · 6&rsquor; Trent Alexander-Arnold · 28&rsquor; Roberto Firmino · 31&rsquor; Virgil van Dijk · 45&rsquor; Chris Mepham (OG) · 46&rsquor; Roberto Firmino · 62&rsquor; Fabio Carvalho · 80&rsquor; Luis Díaz · 85&rsquor;","0","0","Bournemouth","4-2-3-1",0,0.3,"","1","0","https://fbref.com/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League","Liverpool","Home",990,8,6,0,0,19,12,0,0,810,12,9,10,3.3,3.3,2.2,33,14,624,728,85.7,50,10,22
"72","Premier League","2022-08-27","Premier League (Matchweek 4)","Liverpool","4-3-3",9,3.3,"Luis Díaz · 3&rsquor; Harvey Elliott · 6&rsquor; Trent Alexander-Arnold · 28&rsquor; Roberto Firmino · 31&rsquor; Virgil van Dijk · 45&rsquor; Chris Mepham (OG) · 46&rsquor; Roberto Firmino · 62&rsquor; Fabio Carvalho · 80&rsquor; Luis Díaz · 85&rsquor;","0","0","Bournemouth","4-2-3-1",0,0.3,"","1","0","https://fbref.com/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League","Bournemouth","Away",990,0,0,0,0,5,2,1,0,425,20,11,13,0.3,0.3,0.3,10,0,229,331,69.2,17,6,14
"73","Premier League","2022-08-27","Premier League (Matchweek 4)","Arsenal","4-3-3",2,2.6,"Martin Ødegaard · 64&rsquor; Gabriel Dos Santos · 85&rsquor;","2","0","Fulham","4-2-3-1",1,0.8,"Aleksandar Mitrovic · 56&rsquor;","3","0","https://fbref.com/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League","Arsenal","Home",990,2,2,0,0,22,8,2,0,743,15,7,17,2.7,2.7,2.1,36,3,534,637,83.8,47,13,29
"74","Premier League","2022-08-27","Premier League (Matchweek 4)","Arsenal","4-3-3",2,2.6,"Martin Ødegaard · 64&rsquor; Gabriel Dos Santos · 85&rsquor;","2","0","Fulham","4-2-3-1",1,0.8,"Aleksandar Mitrovic · 56&rsquor;","3","0","https://fbref.com/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League","Fulham","Away",990,1,0,0,0,11,3,3,0,387,24,14,23,0.8,0.8,0.6,17,0,166,259,64.1,9,4,14
"75","Premier League","2022-08-28","Premier League (Matchweek 4)","Wolverhampton Wanderers","4-3-3",1,0.7,"Rúben Neves · 38&rsquor;","2","0","Newcastle United","4-3-3",1,1.7,"Allan Saint-Maximin · 90&rsquor;","1","0","https://fbref.com/en/matches/15d62d04/Wolverhampton-Wanderers-Newcastle-United-August-28-2022-Premier-League","Wolverhampton Wanderers","Home",990,1,1,0,0,10,4,2,0,423,22,4,26,0.7,0.7,0.4,13,2,206,302,68.2,17,4,12
"76","Premier League","2022-08-28","Premier League (Matchweek 4)","Wolverhampton Wanderers","4-3-3",1,0.7,"Rúben Neves · 38&rsquor;","2","0","Newcastle United","4-3-3",1,1.7,"Allan Saint-Maximin · 90&rsquor;","1","0","https://fbref.com/en/matches/15d62d04/Wolverhampton-Wanderers-Newcastle-United-August-28-2022-Premier-League","Newcastle United","Away",990,1,0,0,0,21,6,1,0,624,15,6,12,1.8,1.8,0.9,38,0,405,515,78.6,49,10,32
"77","Premier League","2022-08-28","Premier League (Matchweek 4)","Aston Villa","4-3-1-2",0,0.5,"","2","0","West Ham United","3-5-2",1,0.6,"Pablo Fornals · 74&rsquor;","0","0","https://fbref.com/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League","Aston Villa","Home",990,0,0,0,0,9,3,2,0,733,17,13,10,0.5,0.5,0.5,16,0,523,639,81.8,27,5,11
"78","Premier League","2022-08-28","Premier League (Matchweek 4)","Aston Villa","4-3-1-2",0,0.5,"","2","0","West Ham United","3-5-2",1,0.6,"Pablo Fornals · 74&rsquor;","0","0","https://fbref.com/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League","West Ham United","Away",990,1,1,0,0,7,2,0,0,566,13,16,11,0.6,0.6,0.2,13,2,360,470,76.6,20,9,17
"79","Premier League","2022-08-28","Premier League (Matchweek 4)","Nottingham Forest","3-4-3",0,0.9,"","6","0","Tottenham Hotspur","3-4-3",2,2.4,"Harry Kane · 5&rsquor; Harry Kane · 81&rsquor;","1","0","https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League","Nottingham Forest","Home",990,0,0,0,0,17,1,6,0,726,21,13,15,0.9,0.9,0.7,25,0,504,612,82.4,38,5,15
"80","Premier League","2022-08-28","Premier League (Matchweek 4)","Nottingham Forest","3-4-3",0,0.9,"","6","0","Tottenham Hotspur","3-4-3",2,2.4,"Harry Kane · 5&rsquor; Harry Kane · 81&rsquor;","1","0","https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League","Tottenham Hotspur","Away",990,2,2,0,1,17,5,1,0,613,13,18,8,2.4,1.6,1.3,29,3,400,502,79.7,19,5,17
"81","Premier League","2022-08-30","Premier League (Matchweek 5)","Fulham","4-2-3-1",2,0.7,"Aleksandar Mitrovic · 48&rsquor; Lewis Dunk (OG) · 55&rsquor;","2","0","Brighton & Hove Albion","3-5-2",1,1.4,"Alexis Mac Allister (P) · 60&rsquor;","1","0","https://fbref.com/en/matches/361f4461/Fulham-Brighton-and-Hove-Albion-August-30-2022-Premier-League","Fulham","Home",990,1,1,0,0,10,3,2,0,500,26,6,19,0.7,0.7,0.6,17,1,279,380,73.4,12,9,21
"82","Premier League","2022-08-30","Premier League (Matchweek 5)","Fulham","4-2-3-1",2,0.7,"Aleksandar Mitrovic · 48&rsquor; Lewis Dunk (OG) · 55&rsquor;","2","0","Brighton & Hove Albion","3-5-2",1,1.4,"Alexis Mac Allister (P) · 60&rsquor;","1","0","https://fbref.com/en/matches/361f4461/Fulham-Brighton-and-Hove-Albion-August-30-2022-Premier-League","Brighton & Hove Albion","Away",990,1,0,1,1,6,2,1,0,693,23,11,9,1.5,0.7,0.4,13,2,477,583,81.8,32,11,27
"83","Premier League","2022-08-30","Premier League (Matchweek 5)","Crystal Palace","4-1-4-1",1,1,"Wilfried Zaha · 59&rsquor;","1","0","Brentford","4-3-3",1,1.4,"Yoane Wissa · 88&rsquor;","2","0","https://fbref.com/en/matches/e1d6440f/Crystal-Palace-Brentford-August-30-2022-Premier-League","Crystal Palace","Home",990,1,1,0,0,13,4,1,0,632,21,9,5,1,1,0.8,22,2,409,507,80.7,23,7,14
"84","Premier League","2022-08-30","Premier League (Matchweek 5)","Crystal Palace","4-1-4-1",1,1,"Wilfried Zaha · 59&rsquor;","1","0","Brentford","4-3-3",1,1.4,"Yoane Wissa · 88&rsquor;","2","0","https://fbref.com/en/matches/e1d6440f/Crystal-Palace-Brentford-August-30-2022-Premier-League","Brentford","Away",990,1,1,0,0,9,3,2,0,626,14,14,8,1.4,1.4,1.4,18,2,411,529,77.7,26,6,21
"85","Premier League","2022-08-30","Premier League (Matchweek 5)","Southampton","4-2-3-1",2,1.1,"Roméo Lavia · 28&rsquor; Adam Armstrong · 45+1&rsquor;","2","0","Chelsea","4-2-2-2",1,1.1,"Raheem Sterling · 23&rsquor;","1","0","https://fbref.com/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League","Southampton","Home",990,2,1,0,0,9,5,2,0,448,19,13,20,1.1,1.1,1.1,15,2,180,305,59,13,6,24
"86","Premier League","2022-08-30","Premier League (Matchweek 5)","Southampton","4-2-3-1",2,1.1,"Roméo Lavia · 28&rsquor; Adam Armstrong · 45+1&rsquor;","2","0","Chelsea","4-2-2-2",1,1.1,"Raheem Sterling · 23&rsquor;","1","0","https://fbref.com/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League","Chelsea","Away",990,1,0,0,0,10,4,1,0,756,26,20,17,1.1,1.1,0.8,18,0,498,618,80.6,39,5,16
"87","Premier League","2022-08-30","Premier League (Matchweek 5)","Leeds United","4-2-3-1",1,1,"Luis Sinisterra · 55&rsquor;","3","0","Everton","4-3-3",1,1,"Anthony Gordon · 17&rsquor;","3","0","https://fbref.com/en/matches/42d294e5/Leeds-United-Everton-August-30-2022-Premier-League","Leeds United","Home",990,1,1,0,0,14,5,3,0,842,25,11,10,1,1,0.5,25,2,580,715,81.1,44,12,28
"88","Premier League","2022-08-30","Premier League (Matchweek 5)","Leeds United","4-2-3-1",1,1,"Luis Sinisterra · 55&rsquor;","3","0","Everton","4-3-3",1,1,"Anthony Gordon · 17&rsquor;","3","0","https://fbref.com/en/matches/42d294e5/Leeds-United-Everton-August-30-2022-Premier-League","Everton","Away",990,1,1,0,0,7,2,3,0,490,28,18,15,1,1,0.9,12,2,225,326,69,15,6,24
"89","Premier League","2022-08-31","Premier League (Matchweek 5)","Bournemouth","4-4-2",0,0.4,"","2","0","Wolverhampton Wanderers","4-3-3",0,1.5,"","1","0","https://fbref.com/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League","Bournemouth","Home",990,0,0,0,0,5,2,2,0,469,24,8,11,0.4,0.4,0.2,7,0,259,350,74,17,9,24
"90","Premier League","2022-08-31","Premier League (Matchweek 5)","Bournemouth","4-4-2",0,0.4,"","2","0","Wolverhampton Wanderers","4-3-3",0,1.5,"","1","0","https://fbref.com/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League","Wolverhampton Wanderers","Away",990,0,0,0,0,17,3,1,0,754,26,6,7,1.5,1.5,1.3,32,0,567,655,86.6,59,4,13
"91","Premier League","2022-08-31","Premier League (Matchweek 5)","Manchester City","4-2-3-1",6,3.3,"Erling Haaland · 12&rsquor; Erling Haaland · 23&rsquor; Erling Haaland · 38&rsquor; João Cancelo · 50&rsquor; Julián Álvarez · 65&rsquor; Julián Álvarez · 87&rsquor;","0","0","Nottingham Forest","5-3-2",0,0.7,"","1","0","https://fbref.com/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League","Manchester City","Home",990,6,2,0,0,17,9,0,0,899,13,5,5,3.3,3.3,1.8,30,9,741,831,89.2,44,7,21
"92","Premier League","2022-08-31","Premier League (Matchweek 5)","Manchester City","4-2-3-1",6,3.3,"Erling Haaland · 12&rsquor; Erling Haaland · 23&rsquor; Erling Haaland · 38&rsquor; João Cancelo · 50&rsquor; Julián Álvarez · 65&rsquor; Julián Álvarez · 87&rsquor;","0","0","Nottingham Forest","5-3-2",0,0.7,"","1","0","https://fbref.com/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League","Nottingham Forest","Away",990,0,0,0,0,8,1,1,0,379,14,14,9,0.7,0.7,0.6,16,0,212,287,73.9,12,6,16
"93","Premier League","2022-08-31","Premier League (Matchweek 5)","Arsenal","4-3-3",2,2.4,"Gabriel Jesus · 30&rsquor; Martinelli · 77&rsquor;","2","0","Aston Villa","4-3-3",1,0.4,"Douglas Luiz · 74&rsquor;","3","0","https://fbref.com/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League","Arsenal","Home",990,2,1,0,0,22,8,2,0,653,10,8,4,2.5,2.5,1.8,38,4,452,549,82.3,39,12,23
"94","Premier League","2022-08-31","Premier League (Matchweek 5)","Arsenal","4-3-3",2,2.4,"Gabriel Jesus · 30&rsquor; Martinelli · 77&rsquor;","2","0","Aston Villa","4-3-3",1,0.4,"Douglas Luiz · 74&rsquor;","3","0","https://fbref.com/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League","Aston Villa","Away",990,1,0,0,0,4,3,3,0,488,16,11,14,0.5,0.5,0.4,6,1,289,386,74.9,14,5,11
"95","Premier League","2022-08-31","Premier League (Matchweek 5)","West Ham United","4-2-3-1",1,1.2,"Tomáš Soucek · 55&rsquor;","2","0","Tottenham Hotspur","3-4-3",1,0.6,"Thilo Kehrer (OG) · 34&rsquor;","5","0","https://fbref.com/en/matches/9f221621/West-Ham-United-Tottenham-Hotspur-August-31-2022-Premier-League","West Ham United","Home",990,1,1,0,0,14,4,2,0,508,13,7,14,1.2,1.2,0.9,22,2,329,416,79.1,23,1,8
"96","Premier League","2022-08-31","Premier League (Matchweek 5)","West Ham United","4-2-3-1",1,1.2,"Tomáš Soucek · 55&rsquor;","2","0","Tottenham Hotspur","3-4-3",1,0.6,"Thilo Kehrer (OG) · 34&rsquor;","5","0","https://fbref.com/en/matches/9f221621/West-Ham-United-Tottenham-Hotspur-August-31-2022-Premier-League","Tottenham Hotspur","Away",990,0,0,0,0,12,3,5,0,756,7,6,7,0.6,0.6,0.4,23,0,582,662,87.9,29,5,14
"97","Premier League","2022-08-31","Premier League (Matchweek 5)","Liverpool","4-3-3",2,1.5,"Roberto Firmino · 61&rsquor; Fabio Carvalho · 90+8&rsquor;","0","0","Newcastle United","4-3-3",1,0.7,"Alexander Isak · 38&rsquor;","2","0","https://fbref.com/en/matches/ac6047cf/Liverpool-Newcastle-United-August-31-2022-Premier-League","Liverpool","Home",990,2,2,0,0,23,6,0,0,777,7,6,3,1.5,1.5,1.2,40,4,563,701,80.3,49,11,26
"98","Premier League","2022-08-31","Premier League (Matchweek 5)","Liverpool","4-3-3",2,1.5,"Roberto Firmino · 61&rsquor; Fabio Carvalho · 90+8&rsquor;","0","0","Newcastle United","4-3-3",1,0.7,"Alexander Isak · 38&rsquor;","2","0","https://fbref.com/en/matches/ac6047cf/Liverpool-Newcastle-United-August-31-2022-Premier-League","Newcastle United","Away",990,1,1,0,0,5,2,2,0,412,23,15,17,0.7,0.7,0.6,9,1,177,278,63.7,17,6,10
"99","Premier League","2022-09-01","Premier League (Matchweek 5)","Leicester City","4-1-4-1",0,0.7,"","1","0","Manchester United","4-2-3-1",1,1.5,"Jadon Sancho · 23&rsquor;","3","0","https://fbref.com/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League","Leicester City","Home",990,0,0,0,0,10,2,1,0,750,21,17,10,0.7,0.7,0.5,19,0,511,633,80.7,36,4,16
"100","Premier League","2022-09-01","Premier League (Matchweek 5)","Leicester City","4-1-4-1",0,0.7,"","1","0","Manchester United","4-2-3-1",1,1.5,"Jadon Sancho · 23&rsquor;","3","0","https://fbref.com/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League","Manchester United","Away",990,1,1,0,0,9,2,3,0,649,15,8,15,1.5,1.5,1.5,16,2,422,553,76.3,28,6,15
"101","Premier League","2022-09-03","Premier League (Matchweek 6)","Everton","4-3-3",0,1.7,"","2","0","Liverpool","4-3-3",0,2.1,"","2","0","https://fbref.com/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League","Everton","Home",990,0,0,0,0,14,3,2,0,462,19,10,10,1.7,1.7,1.3,23,0,239,348,68.7,22,4,13
"102","Premier League","2022-09-03","Premier League (Matchweek 6)","Everton","4-3-3",0,1.7,"","2","0","Liverpool","4-3-3",0,2.1,"","2","0","https://fbref.com/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League","Liverpool","Away",990,0,0,0,0,23,8,2,0,642,15,12,9,2.2,2.2,1.5,40,0,423,538,78.6,35,3,8
"103","Premier League","2022-09-03","Premier League (Matchweek 6)","Nottingham Forest","3-4-3",2,1.9,"Cheikhou Kouyaté · 33&rsquor; Brennan Johnson (P) · 45+2&rsquor;","2","0","Bournemouth","4-2-3-1",3,0.8,"Philip Billing · 51&rsquor; Dominic Solanke · 63&rsquor; Jaidon Anthony · 87&rsquor;","1","0","https://fbref.com/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League","Nottingham Forest","Home",990,2,1,1,1,10,2,2,0,637,13,9,14,1.9,1.1,1,20,3,431,540,79.8,26,8,11
"104","Premier League","2022-09-03","Premier League (Matchweek 6)","Nottingham Forest","3-4-3",2,1.9,"Cheikhou Kouyaté · 33&rsquor; Brennan Johnson (P) · 45+2&rsquor;","2","0","Bournemouth","4-2-3-1",3,0.8,"Philip Billing · 51&rsquor; Dominic Solanke · 63&rsquor; Jaidon Anthony · 87&rsquor;","1","0","https://fbref.com/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League","Bournemouth","Away",990,3,3,0,0,8,3,1,0,594,12,3,10,0.8,0.8,0.8,14,5,390,496,78.6,20,5,14
"105","Premier League","2022-09-03","Premier League (Matchweek 6)","Wolverhampton Wanderers","4-3-3",1,0.8,"Daniel Podence · 45+1&rsquor;","4","0","Southampton","4-2-3-1",0,1.2,"","2","0","https://fbref.com/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League","Wolverhampton Wanderers","Home",990,1,1,0,0,7,2,4,0,598,14,12,15,0.8,0.8,0.8,14,2,370,468,79.1,38,9,26
"106","Premier League","2022-09-03","Premier League (Matchweek 6)","Wolverhampton Wanderers","4-3-3",1,0.8,"Daniel Podence · 45+1&rsquor;","4","0","Southampton","4-2-3-1",0,1.2,"","2","0","https://fbref.com/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League","Southampton","Away",990,0,0,0,0,12,1,2,0,555,20,10,13,1.2,1.2,1,21,0,337,453,74.4,26,13,20
"107","Premier League","2022-09-03","Premier League (Matchweek 6)","Newcastle United","4-3-3",0,2.8,"","2","0","Crystal Palace","4-3-3",0,1,"","1","0","https://fbref.com/en/matches/4ca4efa3/Newcastle-United-Crystal-Palace-September-3-2022-Premier-League","Newcastle United","Home",990,0,0,0,0,23,5,2,0,545,18,15,16,2.9,2.9,1.5,34,0,317,421,75.3,36,4,16
